,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
AIT504,0.09547472930399238,-0.1146488140064256,0.09536347298553752,0.11396289383762122,-0.019994750244472313,0.10219905232097318,-0.05400390871672856,0.0014338345002843339,0.10863889802412438,0.11091573499469722,-0.004672864603496243,,0.11651822912554871,-0.003957311970450348,0.11444989772762976,-0.003922104332512343,0.06648900536656055,0.1074404628842368,-0.029498030549002283,-0.02003705667351547,0.10660646145362365,-0.015469625052500807,-0.07860890599161371,,0.10785035123007587,0.0227792453103657,-0.06448039983838973,0.07346376106479997,0.07479944963109111,,0.06897413671076966,,,0.07139580366220881,0.05154467963175202,-0.05996664390213267,-0.08033313056928316,1.0,0.07090204792732008,0.07158607565410847,0.07076842936225629,0.0699056781909107,0.07137650613797174,,0.07064040163951442,0.10384835184813444,0.07052879169981323,-0.01311970187827211,,-0.012230802382964165,
FIT501,0.7994830175816217,-0.7552857031985731,0.7873868654185172,0.7126782979968773,0.2994462424479182,0.41724333699461197,-0.23541953807224617,-0.733429032300394,0.7170235671223174,0.7262743819144233,0.1184943042172605,,0.7048786596915861,0.03894271137431401,0.711237908853172,0.03859342976243711,0.7394291621291654,0.7730479914897697,-0.5403056657006758,0.11241050159917021,0.74112448341485,0.1261855154339712,-0.8815919592701347,,0.7623750765701333,-0.0706643987008351,-0.9508816322779975,0.9750238246482298,0.9544229863052534,,0.9945186844427275,,,0.9739461630200739,0.8432137854767059,-0.8701730260474319,-0.4242168755364387,0.07090204792732008,1.0,0.9986887706531784,0.9959209937132987,0.9674497181282221,0.9740301680429628,,0.9997063174666482,0.901222283093095,0.9998677412680748,0.10246467925508461,,0.09295273329528783,
FIT502,0.7955431290024108,-0.7510581763207416,0.7829863791558648,0.7113537865479288,0.3001989555611038,0.408148687517713,-0.23120606135518237,-0.7358951885057037,0.7156636922799403,0.7249920466897976,0.11371585269765823,,0.7035242558311927,0.03860098415262738,0.7098134965568428,0.038255844315813387,0.7381698132490714,0.7715827448799776,-0.5432800529913745,0.11126535713066436,0.7392215229944946,0.1263240429247639,-0.8805083935406695,,0.7608179774395268,-0.07239548180675551,-0.9523455340626044,0.9762186708912859,0.9549126117227396,,0.9936538309980988,,,0.9785378632817313,0.8359004952847087,-0.8723164148450059,-0.4229170927387253,0.07158607565410847,0.9986887706531784,1.0,0.9941393796413562,0.9650855813143989,0.9786542730839783,,0.9983346737169864,0.8992264132996113,0.9985718166215679,0.1019439956702995,,0.0920232408841577,
FIT503,0.7940766310187806,-0.7459796131713896,0.7823153861556863,0.6934891448819664,0.30112250253033834,0.4099709035572783,-0.23110662270137647,-0.7247428898439399,0.6985522503676777,0.7080559753200051,0.10137511278280399,,0.6854284842340744,0.0404651996386546,0.691997727530104,0.0400987508707336,0.7267977876282208,0.7540805297357931,-0.5288382026184074,0.11355755883792315,0.7232759395973347,0.12528820406837096,-0.8658954911140306,,0.7437129305817322,-0.06297010806955752,-0.9482147167538155,0.9814737660865223,0.9403785919318872,,0.9817291551177937,,,0.9841989068137345,0.8163575883708263,-0.869175177400813,-0.41298951728225736,0.07076842936225629,0.9959209937132987,0.9941393796413562,1.0,0.9862634139214882,0.9842809736443197,,0.9974700406347511,0.9178605315474504,0.9955674126449269,0.09944514858943426,,0.09002077002233301,
FIT504,0.7687423203585232,-0.7167789106734794,0.7578792558143095,0.6458776650389982,0.3058420252236463,0.38612711510670106,-0.21924537298454574,-0.6933369871395998,0.6527163486538017,0.6621935785873367,0.06666924528139793,,0.6377625749296604,0.04083667099092294,0.6445893847788052,0.04047065898671545,0.6906406806851209,0.7054563245587486,-0.49795547364242493,0.11235479678020865,0.67637293469199,0.12352903210404446,-0.8186998558563947,,0.6957069635368023,-0.04568332315142365,-0.9231226298168874,0.9724503510905622,0.8948479787748453,,0.9375196313538212,,,0.982575847418819,0.7497856134679152,-0.8483309847581417,-0.3833817053379247,0.0699056781909107,0.9674497181282221,0.9650855813143989,0.9862634139214882,1.0,0.9826564207724312,,0.972132499982444,0.930392312685272,0.9664554274755885,0.09391614242562944,,0.08449527896463513,
P501,0.7685982839960278,-0.7114286971670248,0.7560750975451359,0.6555833428727889,0.30200079170889277,0.36583743708616634,-0.20928966697120624,-0.7176804226949376,0.6613585729746535,0.6708054877592716,0.0622019719608308,,0.6469861089317577,0.039928827783223576,0.6536548186303816,0.03957035187392966,0.701344077751412,0.7220681201180795,-0.518265761353052,0.10834960306266408,0.691779750373968,0.12336703754061494,-0.8372210715216228,,0.71185634987615,-0.06153333343317693,-0.9388689499826983,0.9806108724216094,0.9169114958656884,,0.9531423472585466,,,0.999846322845265,0.7543953701729899,-0.8642121680385663,-0.39535891020890696,0.07137650613797174,0.9740301680429628,0.9786542730839783,0.9842809736443197,0.9826564207724312,1.0,,0.9771724724858281,0.9152710651791783,0.9736111380238616,0.09486744128365332,,0.08304519617815131,
P502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIT501,0.7985896635345126,-0.751693397350059,0.7865105731751969,0.707980430956834,0.2944970120161797,0.4169205294056741,-0.23350723386469655,-0.7333344650665413,0.7121056324519098,0.7217599935430936,0.11476987396362055,,0.6999900916582749,0.04032560346000746,0.7063663480578223,0.039964731777245736,0.7356562704287885,0.7689231836288014,-0.5373047131802415,0.11355562567048176,0.7376955076566892,0.12421128696410559,-0.879578136275147,,0.7584146107595164,-0.07188524667456402,-0.9514151389696802,0.9774035130395314,0.9526740694904308,,0.9924557627199693,,,0.9770841378263353,0.8384953331191348,-0.8706342921420595,-0.42358293495519617,0.07064040163951442,0.9997063174666482,0.9983346737169864,0.9974700406347511,0.972132499982444,0.9771724724858281,,1.0,0.9046722246268437,0.9997297781957555,0.10041833619189383,,0.09111347399312109,
PIT502,0.7471822279415394,-0.6610284571515925,0.735973603269637,0.6518585995884442,0.3442719749896668,0.605072150967728,-0.359224825234851,-0.5701099822753399,0.6598207496287762,0.6559142332001195,0.02887885698878071,,0.6353238977794146,0.04941808724407484,0.6476802728652408,0.048999021804538606,0.6781540906009831,0.6810977259613812,-0.4535788456015434,0.14914318182161304,0.6223915790869482,0.17792794654674007,-0.788492794439978,,0.6665343176763041,0.032714099430683236,-0.8532091335648583,0.9075207125124357,0.8569883508136876,,0.8727114429734895,,,0.915149855964492,0.7438409912812752,-0.7846025792043183,-0.3857785695582369,0.10384835184813444,0.901222283093095,0.8992264132996113,0.9178605315474504,0.930392312685272,0.9152710651791783,,0.9046722246268437,1.0,0.8999128941704423,0.1347431035620318,,0.11827743059265204,
PIT503,0.7991680601390957,-0.7524908344291212,0.7870004736939136,0.7120383117324186,0.2924340407546109,0.4203492465357073,-0.23507494378051982,-0.7345814618057177,0.715862750410441,0.7254267053773834,0.1185450587437662,,0.7040223670353388,0.04026875891135299,0.7103654881851151,0.039908761186811144,0.7380113766744189,0.7726201958110455,-0.5391286547848952,0.11360003996707747,0.7413068478084315,0.12408251227857213,-0.8829315674153075,,0.7620466230974398,-0.07380973578740055,-0.9513519333303508,0.9749623890557159,0.955468415438351,,0.9948764878677615,,,0.9735233630036104,0.8450392633598597,-0.870139968011042,-0.42589753203386055,0.07052879169981323,0.9998677412680748,0.9985718166215679,0.9955674126449269,0.9664554274755885,0.9736111380238616,,0.9997297781957555,0.8999128941704423,1.0,0.10088335252687199,,0.09163992888837298,
FIT601,0.096608996419641,-0.10256365661527828,0.09622623649905732,0.08520034414470862,0.04750100907801971,0.1453294040197532,-0.07018678420122569,-0.0477129227094189,0.09327343090040953,0.07612266691232353,-0.010146094324902223,,0.08859655091955039,-0.002744092103430121,0.08762907168295998,-0.0027194559954712844,0.11039838939987495,-0.05271011117919047,-0.03753808096066337,0.4306780790373121,-0.054581658237829324,0.5493491434370328,-0.11452788020866977,,-0.05609756644544257,0.06683526286986408,-0.08642202361345314,0.09680868893929559,0.09033558029078101,,0.10291966349289998,,,0.09488352761945794,0.11673585732902186,-0.06909350040147513,-0.042750955627868396,-0.01311970187827211,0.10246467925508461,0.1019439956702995,0.09944514858943426,0.09391614242562944,0.09486744128365332,,0.10041833619189383,0.1347431035620318,0.10088335252687199,1.0,,0.7801337166827728,
P601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P602,0.08699966378418729,-0.08909902156362362,0.08710417956132661,0.07997552272807394,0.04208413243862744,0.13431425815573234,-0.06343361155426747,-0.04259078722605728,0.08718049883089257,0.07190102839155352,-0.00924116649579929,,0.08320805664348793,-0.0025279202171564793,0.08231070492437481,-0.002505224872745967,0.09104258766812855,-0.04739625533734653,-0.03194839453310056,0.5777680573572135,-0.04995449551571519,0.4989156237721758,-0.10161324115144317,,-0.0513580607231302,0.05782202396007856,-0.0782704776043873,0.08503272943123293,0.08167247596666588,,0.0937568904648695,,,0.08305980268423457,0.10677042925381199,-0.06206220927973294,-0.04055526748186567,-0.012230802382964165,0.09295273329528783,0.0920232408841577,0.09002077002233301,0.08449527896463513,0.08304519617815131,,0.09111347399312109,0.11827743059265204,0.09163992888837298,0.7801337166827728,,1.0,
P603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
